order_id,order_date,region,customer_id,product_id,quantity,unit_price,revenue
O00927,2025-07-13,South,C1033,P109,3,358.5,1075.5
O00635,2024-02-08,South,C1022,P110,3,97.09,291.27
O00944,2025-08-06,South,C1025,P103,5,192.03,960.15
O01578,2024-06-23,West,C1032,P103,1,142.52,142.52
O01014,2025-12-28,South,C1007,P110,4,119.43,477.72
O00479,2025-07-22,North,C1006,P111,3,25.73,77.19
O00481,2025-07-18,North,C1052,P102,3,29.57,88.71
O01105,2024-04-08,East,C1048,P100,3,12.42,37.26
O01395,2025-07-11,East,C1044,P108,2,169.17,338.34
O00557,2025-10-04,North,C1036,P102,5,28.17,140.85
O01408,2025-08-17,East,C1003,P104,4,17.46,69.84
O01708,2025-03-10,West,C1046,P110,1,88.5,88.5
O00886,2025-04-19,South,C1050,P105,4,32.6,130.4
O00994,2025-11-27,South,C1018,P101,5,34.24,171.2
O01655,2024-12-03,West,C1032,P109,2,450.76,901.52
O01173,2024-08-07,East,C1048,P104,1,22.48,22.48
O00765,2024-10-16,South,C1045,P100,1,15.21,15.21
O00229,2024-10-05,North,C1036,P107,4,54.73,218.92
O00746,2024-08-15,South,C1041,P101,5,39.61,198.05
O00623,2024-01-20,South,C1018,P103,1,208.04,208.04
O01311,2025-03-20,East,C1011,P102,1,25.73,25.73
O01648,2024-12-10,West,C1019,P102,5,21.22,106.1
O01824,2025-11-13,West,C1053,P100,3,17.28,51.84
O01409,2025-08-27,East,C1042,P101,2,44.28,88.56
O00287,2024-12-07,North,C1006,P106,4,98.59,394.36
O01146,2024-06-15,East,C1034,P101,148,47.09,6969.32
O01360,2025-05-06,East,C1023,P111,4,17.78,71.12
O00017,2024-01-27,North,C1052,P109,2,342.87,685.74
O01131,2024-06-21,East,C1011,P108,4,262.84,1051.36
O01673,2025-01-03,West,C1026,P104,2,17.4,34.8
O01693,2025-02-11,West,C1039,P110,2,110.15,220.3
O00548,2025-10-07,North,C1017,P108,2,176.64,353.28
O01507,2024-01-07,West,C1000,P108,5,187.26,936.3
O01649,2024-12-15,West,C1039,P101,2,41.77,83.54
O01388,2025-07-18,East,C1059,P108,1,180.46,180.46
O00136,2024-05-27,North,C1040,P101,3,48.32,144.96
O01454,2025-10-14,East,C1042,P109,3,400.83,1202.49
O01365,2025-05-05,East,C1055,P110,2,101.97,203.94
O01518,2024-02-02,West,C1032,P107,5,45.5,227.5
O00212,2024-09-20,North,C1040,P110,5,87.04,435.2
O01079,2024-03-11,East,C1055,P108,2,221.82,443.64
O01299,2025-03-16,East,C1034,P111,2,19.21,38.42
O00800,2024-12-16,South,C1018,P101,5,34.59,172.95
O01027,2024-01-27,East,C1034,P108,3,241.1,723.3
O00089,2024-04-28,North,C1052,P102,4,27.64,110.56
O01753,2025-06-21,West,C1027,P107,4,,176.2
O01045,2024-02-15,East,C1031,P109,5,300.27,1501.35
O00299,2025-01-06,North,C1037,P105,3,34.96,104.88
O01784,2025-08-19,West,C1029,P110,2,79.77,159.54
O01550,2024-04-07,West,C1019,P105,4,35.42,141.68
O00730,2024-07-18,South,C1028,P110,2,116.52,233.04
O00873,2025-04-16,South,C1004,P103,1,186.71,186.71
O00703,2024-05-03,South,C1057,P109,4,300.51,1202.04
O00046,2024-02-24,North,C1049,P107,5,41.56,207.8
O00629,2024-02-25,South,C1004,P101,2,39.41,78.82
O01605,2024-08-08,West,C1026,P105,2,34.29,68.58
O00901,2025-05-20,South,C1009,P110,4,79.38,317.52
O01592,2024-07-20,West,C1039,P108,4,214.17,856.68
O00532,2025-09-10,North,C1049,P102,4,28.23,112.92
O00482,2025-07-23,North,C1006,P106,3,79.59,238.77
O01196,2024-10-10,East,C1059,P106,4,87.12,348.48
O00926,2025-07-28,South,C1009,P108,2,187.59,375.18
O00111,2024-04-25,North,C1043,P109,2,413.21,826.42
O01048,2024-02-03,East,C1012,P102,2,24.94,49.88
O01081,2024-03-11,East,C1011,P105,1,33.63,33.63
O01182,2024-09-08,East,C1012,P110,2,95.47,190.94
O00859,2025-03-06,South,C1007,P108,1,246.69,246.69
O01243,2024-12-21,East,C1031,P102,4,22.25,89.0
O00063,2024-03-19,North,C1052,P103,4,153.25,613.0
O00559,2025-11-09,North,C1043,P103,1,176.23,176.23
O01249,2025-01-10,East,C1042,P100,3,15.73,47.19
O00002,2024-01-03,North,C1037,P106,4,80.78,323.12
O01335,2025-04-12,East,C1031,P100,3,18.68,56.04
O00143,2024-06-04,North,C1036,P101,2,44.09,88.18
O01663,2025-01-09,West,C1026,P103,5,171.76,858.8
O01453,2025-10-08,East,C1042,P100,5,,87.65
O01716,2025-04-10,West,C1000,P100,4,17.82,71.28
O01059,2024-02-28,East,C1003,P100,1,17.04,17.04
O00769,2024-10-21,South,C1009,P109,5,,1527.65
O00199,2024-08-06,North,C1001,P102,3,25.9,77.7
O00461,2025-06-27,North,C1043,P100,5,14.42,72.1
O00160,2024-06-28,North,C1001,P100,4,16.12,64.48
O00903,2025-05-07,South,C1004,P103,2,194.75,389.5
O00889,2025-05-20,South,C1016,P105,4,35.09,140.36
O01159,2024-07-28,East,C1042,P108,3,251.47,754.41
O01480,2025-12-02,East,C1059,P108,2,235.56,471.12
O00084,2024-04-22,North,C1043,P106,5,72.74,363.7
O00594,2025-12-17,North,C1037,P106,5,63.78,318.9
O01345,2025-05-14,East,C1010,P110,3,102.56,307.68
O01414,2025-08-08,East,C1042,P102,4,25.67,102.68
O01696,2025-03-03,West,C1029,P108,5,257.27,1286.35
O00428,2025-05-28,North,C1043,P104,1,18.13,18.13
O00290,2025-01-11,North,C1015,P103,5,193.38,966.9
O00530,2025-09-25,North,C1036,P107,4,45.56,182.24
O01444,2025-10-24,East,C1023,P103,1,207.0,207.0
O00648,2024-03-15,South,C1002,P102,4,20.62,82.48
O01805,2025-10-11,West,C1027,P100,5,17.61,88.05
O00402,2025-04-10,North,C1049,P104,5,23.13,115.65
O00155,2024-06-12,North,C1052,P101,1,46.95,46.95
O01354,2025-05-21,East,C1042,P101,1,33.04,33.04
O01178,2024-08-10,East,C1044,P101,5,34.38,171.9
O00970,2025-10-18,South,C1033,P109,1,357.5,357.5
O01133,2024-06-06,East,C1055,P101,5,40.36,201.8
O01715,2025-04-25,West,C1019,P106,5,76.26,381.3
O01837,2025-12-10,West,C1053,P102,4,24.32,97.28
O01709,2025-03-19,West,C1053,P105,5,32.54,162.7
O00651,2024-03-14,South,C1018,P111,1,19.48,19.48
O01754,2025-06-07,West,C1014,P101,2,43.06,86.12
O00580,2025-11-08,North,C1052,P106,2,72.46,144.92
O00315,2025-01-18,North,C1015,P108,2,198.77,397.54
O00829,2025-02-05,South,C1050,P106,1,85.11,85.11
O01521,2024-02-03,West,C1029,P102,5,28.11,140.55
O00427,2025-05-12,North,C1006,P106,4,79.02,316.08
O01294,2025-03-21,East,C1047,P111,4,20.23,80.92
O01166,2024-08-11,East,C1042,P101,3,33.61,100.83
O01719,2025-04-22,West,C1027,P101,5,40.96,204.8
O01072,2024-03-11,East,C1031,P111,3,20.17,60.51
O00491,2025-07-03,North,C1040,P108,4,259.13,1036.52
O00522,2025-09-05,North,C1049,P107,3,44.54,133.62
O01235,2024-12-02,East,C1047,P109,3,415.45,1246.35
O00492,2025-07-24,North,C1037,P101,141,42.79,6033.39
O00423,2025-05-10,North,C1043,P104,3,23.35,70.05
O00714,2024-06-20,South,C1007,P101,5,48.17,240.85
O01677,2025-02-09,West,C1046,P107,4,53.95,215.8
O00444,2025-06-23,North,C1043,P111,3,22.73,68.19
O00661,2024-03-05,South,C1024,P108,2,245.47,490.94
O01734,2025-05-04,West,C1029,P106,3,85.83,257.49
O00055,2024-03-08,North,C1040,P108,2,222.84,445.68
O01746,2025-05-18,West,C1029,P108,4,208.0,832.0
O01282,2025-02-11,East,C1010,P107,5,41.22,206.1
O00875,2025-04-22,South,C1050,P104,2,18.57,37.14
O00977,2025-10-08,South,C1041,P100,4,17.93,71.72
O01371,2025-06-02,East,C1003,P101,4,43.69,174.76
O00410,2025-04-13,North,C1040,P105,1,26.9,26.9
O00013,2024-01-19,North,C1040,P111,2,23.78,47.56
O00913,2025-06-13,South,C1035,P109,5,419.63,2098.15
O00405,2025-04-28,North,C1049,P104,2,23.88,47.76
O01811,2025-10-03,West,C1014,P100,5,14.28,71.4
O00074,2024-03-05,North,C1040,P107,4,60.68,242.72
O00196,2024-08-23,North,C1040,P100,2,17.23,34.46
O00400,2025-04-22,North,C1049,P111,2,24.98,49.96
O00309,2025-01-10,North,C1008,P101,5,34.28,171.4
O00624,2024-01-04,South,C1045,P103,3,184.24,552.72
O00987,2025-11-09,South,C1058,P100,4,13.41,53.64
O01044,2024-02-28,East,C1023,P104,1,20.27,20.27
O00922,2025-06-16,South,C1022,P101,3,34.7,104.1
O01364,2025-05-20,East,C1011,P100,4,14.33,57.32
O00216,2024-09-07,North,C1040,P102,5,19.95,99.75
O00847,2025-03-08,South,C1018,P103,4,196.89,787.56
O00164,2024-07-16,North,C1006,P111,4,23.08,92.32
O01197,2024-10-21,East,C1056,P101,5,46.07,230.35
O01806,2025-10-10,West,C1046,P103,3,179.11,537.33
O00560,2025-11-16,North,C1036,P106,2,85.39,170.78
O00992,2025-11-14,South,C1024,P104,1,15.82,15.82
O01475,2025-12-15,East,C1031,P111,4,20.21,80.84
O00539,2025-10-22,North,C1006,P101,2,46.39,92.78
O00670,2024-04-04,South,C1041,P110,2,78.11,156.22
O00825,2025-02-05,South,C1058,P105,5,29.45,147.25
O00727,2024-07-21,South,C1022,P107,5,60.45,302.25
O00281,2024-12-13,North,C1006,P102,5,21.08,105.4
O01775,2025-07-21,West,C1029,P106,1,97.58,97.58
O00497,2025-08-13,North,C1049,P100,5,13.62,68.1
O00312,2025-01-09,North,C1017,P108,2,232.77,465.54
O00132,2024-05-11,North,C1049,P110,3,84.61,253.83
O00252,2024-11-21,North,C1040,P104,5,23.21,116.05
O01577,2024-06-22,West,C1000,P103,4,148.33,593.32
O00495,2025-08-23,North,C1036,P106,5,71.47,357.35
O01124,2024-05-17,East,C1047,P110,2,77.11,154.22
O00899,2025-05-17,South,C1035,P101,3,35.77,107.31
O01378,2025-06-07,East,C1055,P109,1,383.17,383.17
O01658,2024-12-11,West,C1026,P105,5,30.45,152.25
O00790,2024-12-04,South,C1045,P104,3,20.76,62.28
O00585,2025-12-28,North,C1049,P102,3,29.75,89.25
O01599,2024-07-24,West,C1032,P103,1,189.91,189.91
O00768,2024-10-22,South,C1057,P109,4,310.29,1241.16
O00984,2025-10-02,South,C1005,P101,2,47.77,95.54
O00360,2025-03-09,North,C1049,P106,5,89.45,447.25
O00787,2024-12-27,South,C1024,P100,5,15.34,76.7
O00858,2025-03-25,South,C1030,P111,1,26.27,26.27
O01103,2024-04-25,East,C1042,P101,5,47.07,235.35
O01264,2025-01-15,East,C1047,P103,1,169.06,169.06
O00240,2024-10-13,North,C1001,P107,1,,50.73
O00351,2025-03-21,North,C1001,P107,3,44.97,134.91
O01425,2025-09-19,East,C1055,P108,2,202.5,405.0
O01604,2024-08-22,West,C1046,P109,3,399.8,1199.4
O00828,2025-02-14,South,C1038,P110,3,110.15,330.45
O00662,2024-03-18,South,C1022,P108,2,236.19,472.38
O01248,2025-01-20,East,C1003,P111,5,20.1,100.5
O00738,2024-08-24,South,C1054,P111,2,18.13,36.26
O00824,2025-02-22,South,C1004,P101,5,46.52,232.6
O00571,2025-11-27,North,C1037,P110,5,96.83,484.15
O00699,2024-05-04,South,C1018,P102,5,20.88,104.4
O01372,2025-06-03,East,C1055,P110,4,84.56,338.24
O00650,2024-03-08,South,C1058,P108,5,216.44,1082.2
O00998,2025-11-21,South,C1024,P104,2,21.18,42.36
O01094,2024-04-03,East,C1031,P108,5,248.1,1240.5
O01316,2025-03-09,East,C1023,P102,4,27.39,109.56
O00028,13/45/2024,North,C1015,P110,3,83.33,249.99
O00426,2025-05-16,North,C1006,P100,4,18.13,72.52
O01566,2024-05-08,West,C1046,P102,2,25.21,50.42
O01293,2025-03-14,East,C1011,P110,5,91.95,459.75
O00639,2024-02-23,South,C1018,P101,1,47.39,47.39
O00672,2024-04-15,South,C1038,P102,1,25.56,25.56
O00488,2025-07-12,North,C1043,P103,1,153.37,153.37
O01442,2025-10-04,East,C1012,P110,3,97.15,291.45
O01588,2024-06-18,West,C1014,P105,4,30.1,120.4
O00978,2025-10-19,South,C1025,P103,5,192.5,962.5
O01154,2024-07-22,East,C1055,P100,1,17.29,17.29
O00496,2025-08-28,North,C1008,P100,2,13.7,27.4
O00598,2025-12-26,North,C1001,P108,3,220.75,662.25
O01238,2024-12-13,East,C1023,P107,4,49.73,198.92
O01009,2025-12-19,South,C1016,P105,3,35.79,107.37
O00091,2024-04-05,North,C1043,P108,1,224.47,224.47
O00051,2024-02-06,North,C1049,P102,1,20.2,20.2
O00263,2024-12-04,North,C1043,P110,5,88.11,440.55
O00892,2025-05-24,South,C1020,P100,5,15.84,79.2
O01265,2025-01-12,East,C1059,P109,2,360.51,721.02
O00149,2024-06-20,North,C1015,P104,3,22.11,66.33
O01318,2025-03-13,East,C1044,P109,4,323.37,1293.48
O00391,2025-04-19,North,C1008,P102,2,25.81,51.62
O01544,2024-03-07,West,C1021,P108,5,218.86,1094.3
O00079,2024-03-16,North,C1037,P103,4,191.06,764.24
O01021,2024-01-08,East,C1011,P110,4,98.63,394.52
O01791,2025-09-19,West,C1021,P111,5,19.08,95.4
O01160,2024-07-27,East,C1023,P105,2,31.51,63.02
O00036,2024-02-02,North,C1015,P106,3,82.99,248.97
O01440,2025-10-10,East,C1012,P101,2,36.11,72.22
O00943,2025-08-23,South,C1041,P103,3,205.78,617.34
O01497,2024-01-28,West,C1051,P110,1,115.02,115.02
O01466,2025-11-13,East,C1059,P105,4,29.5,118.0
O00324,2025-02-08,North,C1036,P101,4,42.15,168.6
O00983,2025-10-06,South,C1002,P104,4,21.84,87.36
O00007,2024-01-04,North,C1017,P102,1,25.05,25.05
O01150,2024-07-24,East,C1047,P101,3,36.2,108.6
O01795,2025-09-18,West,C1014,P108,3,251.99,755.97
O00453,2025-06-28,North,C1001,P109,2,375.7,751.4
O01093,2024-04-04,East,C1023,P106,4,87.91,351.64
O01596,2024-07-25,West,C1027,P100,2,12.73,25.46
O00217,2024-09-18,North,C1043,P103,4,151.36,605.44
O01066,2024-03-21,East,C1012,P111,1,17.78,17.78
O00396,2025-04-18,North,C1006,P109,1,406.38,406.38
O01500,2024-01-14,West,C1021,P110,3,99.54,298.62
O00504,2025-08-14,North,C1043,P108,3,250.73,752.19
O00384,2025-04-28,North,C1015,P109,2,357.96,715.92
O00311,2025-01-05,North,C1052,P102,1,22.68,22.68
O00595,2025-12-06,North,C1052,P109,1,395.9,395.9
O00780,2024-11-09,South,C1038,P103,1,173.08,173.08
O00521,2025-09-24,North,C1017,P105,1,35.99,35.99
O00871,2025-04-10,South,C1020,P100,4,15.67,62.68
O00737,2024-08-15,South,C1045,P102,3,26.1,78.3
O01451,2025-10-09,East,C1003,P102,5,26.86,134.3
O00206,2024-09-07,North,C1008,P101,3,36.12,108.36
O01728,2025-04-21,West,C1019,P108,4,200.2,800.8
O01229,2024-12-06,East,C1012,P109,1,405.9,405.9
O01460,2025-11-25,East,C1044,P104,2,22.18,44.36
O01401,2025-07-16,East,C1011,P108,5,227.38,1136.9
O00743,2024-08-24,South,C1033,P106,4,66.2,264.8
O00917,2025-06-02,South,C1009,P105,2,34.15,68.3
O01214,2024-11-28,East,C1044,P110,1,91.38,91.38
O00664,2024-03-16,South,C1022,P103,1,173.53,173.53
O00679,2024-04-25,South,C1054,P109,3,310.44,931.32
O01833,2025-12-24,West,C1014,P103,1,179.02,179.02
O00575,2025-11-27,North,C1017,P105,1,27.61,27.61
O01136,2024-06-04,East,C1056,P110,4,83.76,335.04
O00630,2024-02-06,South,C1050,P106,2,87.75,175.5
O00316,2025-01-12,North,C1008,P110,3,107.16,321.48
O01012,2025-12-07,South,C1028,P105,2,29.98,59.96
O01614,2024-09-06,West,C1046,P108,2,183.27,366.54
O01760,2025-06-20,West,C1053,P104,2,15.76,31.52
O01831,2025-12-21,West,C1039,P110,3,89.62,268.86
O00956,2025-09-03,South,C1025,P107,3,51.5,154.5
O01535,2024-03-18,West,C1053,P106,5,65.53,327.65
O01789,2025-09-26,West,C1027,P105,2,37.88,75.76
O01366,2025-05-20,East,C1034,P107,1,40.79,40.79
O01101,2024-04-11,East,C1034,P100,3,16.38,49.14
O01445,2025-10-19,East,C1055,P110,5,100.23,501.15
O01455,2025-10-08,East,C1059,P108,4,250.99,1003.96
O00189,2024-08-11,North,C1043,P105,5,31.25,156.25
O00190,2024-08-22,North,C1006,P107,5,51.32,256.6
O00802,2024-12-26,South,C1016,P103,2,144.48,288.96
O00663,2024-03-28,South,C1054,P109,4,351.38,1405.52
O00243,2024-11-20,North,C1015,P106,1,68.38,68.38
O01640,2024-11-25,West,C1014,P108,3,241.25,723.75
O01220,2024-11-22,East,C1055,P102,5,30.37,151.85
O00689,2024-05-06,South,C1025,P110,3,113.0,339.0
O00499,2025-08-07,North,C1015,P103,5,133.33,666.65
O00042,2024-02-18,North,C1049,P109,4,439.78,1759.12
O00449,2025-06-20,North,C1015,P111,1,20.97,20.97
O00100,2024-04-07,North,C1017,P103,5,202.21,1011.05
O01267,2025-01-13,East,C1034,P110,4,86.58,346.32
O00764,2024-10-20,South,C1035,P104,3,23.98,71.94
O00583,2025-12-07,North,C1037,P102,2,25.52,51.04
O01494,2025-12-18,East,C1023,P103,3,203.15,609.45
O00485,2025-07-24,North,C1017,P108,4,178.43,713.72
O00721,2024-07-07,South,C1057,P109,1,350.96,350.96
O01755,2025-06-07,West,C1019,P103,5,151.09,755.45
O00251,2024-11-02,North,C1040,P102,3,30.57,91.71
O00437,2025-05-14,North,C1017,P105,4,38.6,154.4
O00077,2024-03-04,North,C1001,P106,1,85.18,85.18
O01427,2025-09-23,East,C1010,P111,5,24.46,122.3
O01423,2025-09-06,East,C1047,P109,3,414.98,1244.94
O00720,2024-07-25,South,C1020,P106,1,86.34,86.34
O00517,2025-09-25,North,C1006,P108,5,197.36,986.8
O01349,2025-05-08,East,C1034,P103,1,134.47,134.47
O01198,2024-10-28,East,C1047,P102,5,28.05,140.25
O00686,2024-05-13,South,C1018,P110,3,113.25,339.75
O00811,2025-01-15,South,C1018,P109,2,402.15,804.3
O01033,2024-01-02,East,C1059,P102,4,22.74,90.96
O00440,2025-05-27,North,C1049,P102,4,30.54,122.16
O00420,2025-05-19,North,C1040,P110,5,95.88,479.4
O01529,2024-03-10,West,C1039,P107,5,41.14,205.7
O00503,2025-08-07,North,C1001,P100,2,13.23,26.46
O01380,2025-06-27,East,C1011,P104,3,17.86,53.58
O01802,2025-10-09,West,C1026,P110,1,117.27,117.27
O01075,2024-03-04,East,C1034,P100,1,,15.32
O01163,2024-07-08,East,C1012,P102,2,21.83,43.66
O00201,2024-08-13,North,C1008,P100,5,12.14,60.7
O00350,2025-03-24,North,C1001,P109,3,309.58,928.74
O01652,2024-12-28,West,C1014,P103,3,149.97,449.91
O01179,2024-09-04,East,C1055,P105,5,27.48,137.4
O00636,2024-02-23,South,C1005,P100,4,14.47,57.88
O01219,2024-11-15,East,C1012,P110,2,108.0,216.0
O01284,2025-02-27,East,C1044,P102,4,21.22,84.88
O00319,2025-02-10,North,C1006,P109,2,385.48,770.96
O00949,2025-08-16,South,C1005,P110,5,91.1,455.5
O01838,2025-12-13,West,C1000,P101,5,32.05,160.25
O00582,2025-11-19,North,C1006,P111,2,25.06,50.12
O00356,2025-03-12,North,C1049,P111,1,26.31,26.31
O01144,2024-06-25,East,C1044,P105,3,33.17,99.51
O01029,2024-01-13,East,C1044,P105,5,25.25,126.25
O00494,2025-07-26,North,C1052,P107,5,42.34,211.7
O00724,2024-07-28,South,C1028,P109,1,412.97,412.97
O00181,2024-07-25,North,C1015,P103,3,147.26,441.78
O00245,2024-11-26,North,C1008,P104,5,,86.35
O01571,2024-05-10,West,C1039,P102,1,27.24,27.24
O00275,2024-12-13,North,C1040,P102,4,24.64,98.56
O01519,2024-02-05,West,C1051,P104,4,16.38,65.52
O00577,2025-11-22,North,C1040,P106,2,71.3,142.6
O01110,2024-05-10,East,C1010,P110,2,113.15,226.3
O00393,2025-04-06,North,C1037,P102,2,27.7,55.4
O01323,2025-04-18,East,C1048,P101,1,32.09,32.09
O00221,2024-09-26,North,C1017,P100,2,14.99,29.98
O00235,2024-10-19,North,C1036,P105,2,37.24,74.48
O00035,2024-02-27,North,C1052,P107,2,45.62,91.24
O00086,2024-04-27,North,C1001,P100,1,14.88,14.88
O00747,2024-09-06,South,C1022,P108,3,247.75,743.25
O00157,2024-06-02,North,C1052,P106,2,96.39,192.78
O01164,2024-08-19,East,C1010,P109,2,349.02,698.04
O01324,2025-04-04,East,C1042,P108,3,241.42,724.26
O01628,2024-10-22,West,C1051,P101,2,33.73,67.46
O00364,2025-03-22,North,C1015,P105,2,37.1,74.2
O01668,2025-01-13,West,C1039,P106,1,82.95,82.95
O00971,2025-10-03,South,C1005,P109,2,336.65,673.3
O01130,2024-06-20,East,C1012,P104,4,17.85,71.4
O00381,2025-03-12,North,C1043,P103,2,157.62,315.24
O01798,2025-09-14,West,C1000,P107,1,46.53,46.53
O01230,2024-12-27,East,C1012,P108,4,244.62,978.48
O00510,2025-08-26,North,C1036,P111,2,24.51,49.02
O00068,2024-03-10,North,C1037,P104,4,20.11,80.44
O01645,2024-11-05,West,C1051,P105,4,36.96,147.84
O01119,2024-05-13,East,C1003,P105,4,37.1,148.4
O01042,2024-02-05,East,C1042,P110,1,101.47,101.47
O01087,2024-04-27,East,C1056,P105,2,29.33,58.66
O01270,2025-02-05,East,C1044,P109,1,446.87,446.87
O00936,2025-07-20,South,C1035,P100,2,15.9,31.8
O00472,2025-07-03,North,C1008,P104,1,19.63,19.63
O01060,2024-02-14,East,C1056,P111,5,17.05,85.25
O00394,2025-04-07,North,C1049,P102,5,25.9,129.5
O01153,2024-07-08,East,C1012,P102,3,27.95,83.85
O01679,2025-02-02,West,C1021,P106,2,74.69,149.38
O01489,2025-12-22,East,C1048,P107,3,50.53,151.59
O01437,2025-09-02,East,C1048,P111,2,19.76,39.52
O00348,2025-02-24,North,C1015,P108,4,184.13,736.52
O00075,2024-03-18,North,C1049,P105,3,36.47,109.41
O00330,2025-02-28,North,C1001,P107,3,43.51,130.53
O01473,2025-11-25,East,C1055,P106,3,68.09,204.27
O01809,2025-10-09,West,C1000,P101,3,47.9,143.7
O01302,2025-03-23,East,C1056,P102,4,30.21,120.84
O01830,2025-12-13,West,C1032,P105,3,35.41,106.23
O00135,2024-05-18,North,C1008,P100,2,12.71,25.42
O00104,2024-04-27,North,C1001,P100,5,17.15,85.75
O00010,2024-01-13,North,C1017,P105,5,25.51,127.55
O01231,2024-12-05,East,C1042,P101,5,40.73,203.65
O00544,2025-10-19,North,C1017,P107,1,43.71,43.71
O00011,2024-01-26,North,C1049,P111,1,18.15,18.15
O01145,2024-06-16,East,C1003,P107,1,45.75,45.75
O00640,2024-02-18,South,C1018,P104,5,22.12,110.6
O00827,2025-02-27,South,C1018,P107,3,48.41,145.23
O00767,2024-10-27,South,C1045,P100,5,12.74,63.7
O01514,2024-02-20,West,C1019,P101,2,46.93,93.86
O01199,2024-10-24,East,C1055,P106,5,89.29,446.45
O00065,2024-03-11,North,C1015,P105,2,30.48,60.96
O00285,2024-12-26,North,C1036,P105,1,29.83,29.83
O01303,2025-03-19,East,C1023,P110,4,98.12,392.48
O01580,2024-06-02,West,C1019,P107,4,45.44,181.76
O00617,2024-01-15,South,C1004,P107,4,46.19,184.76
O00371,2025-03-17,North,C1006,P110,3,,256.8
O01383,2025-06-24,East,C1012,P105,3,36.62,109.86
O00891,2025-05-04,South,C1045,P101,4,43.82,175.28
O01636,2024-11-13,West,C1021,P105,4,29.84,119.36
O00126,2024-05-13,North,C1049,P102,1,26.61,26.61
O00408,2025-04-15,North,C1052,P108,3,222.18,666.54
O01466,2025-11-13,East,C1059,P105,4,29.5,118.0
O01308,2025-03-05,East,C1042,P103,4,203.27,813.08
O00888,2025-05-19,South,C1013,P104,1,18.49,18.49
O01546,2024-04-13,West,C1039,P103,3,208.2,624.6
O01565,2024-05-27,West,C1053,P104,2,19.17,38.34
O01185,2024-09-11,East,C1047,P110,1,111.79,111.79
O00941,2025-07-08,South,C1007,P108,5,246.23,1231.15
O00542,2025-10-21,North,C1015,P109,3,400.77,1202.31
O00140,2024-06-06,North,C1001,P105,4,37.24,148.96
O00967,2025-09-08,South,C1033,P111,3,20.58,61.74
O00261,2024-11-09,North,C1043,P102,3,20.11,60.33
O00474,2025-07-24,North,C1043,P110,3,87.59,262.77
O00166,2024-07-22,North,C1049,P103,5,159.33,796.65
O00846,2025-03-12,South,C1022,P101,2,40.75,81.5
O00227,2024-10-21,North,C1015,P104,5,21.9,109.5
O01450,2025-10-28,East,C1042,P101,5,34.94,174.7
O00693,2024-05-15,South,C1022,P110,3,88.38,265.14
O00192,2024-08-26,North,C1037,P105,5,32.83,164.15
O00861,2025-03-16,South,C1024,P110,4,94.07,376.28
O00307,2025-01-05,North,C1037,P107,2,41.25,82.5
O01542,2024-03-03,West,C1000,P100,3,12.15,36.45
O01410,2025-08-16,East,C1042,P108,4,247.9,991.6
O01612,2024-08-08,West,C1039,P108,4,190.72,762.88
O00483,2025-07-02,North,C1037,P100,4,15.14,60.56
O01499,2024-01-09,West,C1051,P100,3,12.82,38.46
O01084,2024-03-26,East,C1047,P100,1,12.15,12.15
O01630,2024-10-20,West,C1000,P102,5,24.11,120.55
O01352,2025-05-23,East,C1055,P105,4,33.2,132.8
O01739,2025-05-22,West,C1014,P108,2,234.73,469.46
O01148,2024-07-26,East,C1055,P106,1,69.64,69.64
O01386,2025-06-12,,C1031,P108,3,250.25,750.75
O00321,2025-02-26,North,C1052,P103,3,203.21,609.63
O01468,2025-11-22,East,C1031,P103,5,197.64,988.2
O01584,2024-06-13,West,C1027,P106,2,71.8,143.6
O00755,2024-09-02,South,C1030,P108,3,172.54,517.62
O00018,2024-01-08,North,C1040,P104,5,23.64,118.2
O01288,2025-02-17,East,C1056,P108,1,190.49,190.49
O00431,2025-05-28,North,C1015,P106,1,93.32,93.32
O01801,2025-10-08,West,C1019,P106,2,78.46,156.92
O01556,2024-04-10,West,C1000,P102,1,28.0,28.0
O01625,2024-10-11,West,C1027,P104,3,20.64,61.92
O01200,2024-10-27,East,C1034,P100,5,15.13,75.65
O01291,2025-02-13,East,C1010,P104,3,,48.33
O00208,2024-09-25,North,C1040,P107,3,39.23,117.69
O00238,2024-10-12,North,C1052,P108,3,233.05,699.15
O01740,2025-05-24,West,C1027,P100,2,13.78,27.56
O00786,2024-11-05,South,C1022,P101,4,34.2,136.8
O01547,2024-04-27,West,C1032,P108,5,216.16,1080.8
O01181,2024-09-26,East,C1034,P107,5,59.14,295.7
O00346,2025-02-03,North,C1049,P102,3,19.61,58.83
O01228,2024-12-10,East,C1055,P103,1,146.54,146.54
O01261,2025-01-23,East,C1059,P103,4,186.57,746.28
O01074,2024-03-11,East,C1034,P108,1,246.89,246.89
O01253,2025-01-27,East,C1048,P105,1,25.49,25.49
O00341,2025-02-23,North,C1001,P100,2,17.56,35.12
O01174,2024-08-09,East,C1003,P103,4,135.3,541.2
O00458,2025-06-19,North,C1006,P103,4,192.41,769.64
O00176,2024-07-02,North,C1006,P109,3,380.46,1141.38
O00550,2025-10-05,North,C1052,P101,1,45.36,45.36
O01560,2024-04-24,West,C1032,P109,4,421.34,1685.36
O00301,2025-01-22,North,C1043,P107,4,61.42,245.68
O01091,2024-04-20,East,C1023,P109,2,457.65,915.3
O00460,2025-06-11,North,C1049,P109,2,405.3,810.6
